"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Latitude","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocatioin"
"2018","AZ","Arizona","Coconino","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","68.7",,,"67.7","69.6","142,854","35.83863914","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-111.7705891 35.83863914)"
"2018","AZ","Arizona","Coconino","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69.4",,,"68.6","70.1","142,854","35.83863914","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-111.7705891 35.83863914)"
"2018","AZ","Arizona","Gila","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","74.1",,,"73.5","74.8","53,889","33.80040568","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-110.8132413 33.80040568)"
"2018","AZ","Arizona","Gila","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","68",,,"67.2","68.7","53,889","33.80040568","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-110.8132413 33.80040568)"
"2018","AZ","Arizona","Graham","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","70.2",,,"69.4","71.0","38,072","32.93306592","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-109.8871087 32.93306592)"
"2018","AZ","Arizona","Graham","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69.8",,,"68.9","70.6","38,072","32.93306592","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-109.8871087 32.93306592)"
"2018","AZ","Arizona","Greenlee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","69.2",,,"68.3","70.0","9,483","33.21528272","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-109.2401339 33.21528272)"
"2018","AZ","Arizona","Greenlee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","68.7",,,"67.9","69.6","9,483","33.21528272","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-109.2401339 33.21528272)"
"2018","AZ","Arizona","La Paz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77",,,"76.3","77.6","21,098","33.72903482","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-113.9813104 33.72903482)"
"2018","AZ","Arizona","La Paz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","68.7",,,"67.9","69.5","21,098","33.72903482","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-113.9813104 33.72903482)"
"2018","AZ","Arizona","Maricopa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.3",,,"72.6","74.0","4,410,824","33.34873471","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-112.4911577 33.34873471)"
"2018","AZ","Arizona","Maricopa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","72.4",,,"71.7","73.1","4,410,824","33.34873471","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-112.4911577 33.34873471)"
"2018","AZ","Arizona","Mohave","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.3",,,"74.6","76.0","209,550","35.70432399","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-113.7582468 35.70432399)"
"2018","AZ","Arizona","Mohave","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69",,,"68.1","70.0","209,550","35.70432399","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-113.7582468 35.70432399)"
"2018","AZ","Arizona","Navajo","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","71.9",,,"71.2","72.7","110,445","35.39967567","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-110.3214398 35.39967567)"
"2018","AZ","Arizona","Navajo","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69.3",,,"68.5","70.1","110,445","35.39967567","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-110.3214398 35.39967567)"
"2018","AZ","Arizona","Pima","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.1",,,"72.4","73.9","1,039,073","32.09739367","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-111.7899304 32.09739367)"
"2018","AZ","Arizona","Pima","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","70.9",,,"70.1","71.7","1,039,073","32.09739367","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-111.7899304 32.09739367)"
"2018","AZ","Arizona","Pinal","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73",,,"72.3","73.6","447,138","32.90442817","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-111.3447295 32.90442817)"
"2018","AZ","Arizona","Pinal","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","70.4",,,"69.6","71.1","447,138","32.90442817","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-111.3447295 32.90442817)"
"2018","AZ","Arizona","Santa Cruz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","71.9",,,"70.8","73.0","46,511","31.52596855","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-110.8465934 31.52596855)"
"2018","AZ","Arizona","Santa Cruz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69.3",,,"68.0","70.6","46,511","31.52596855","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-110.8465934 31.52596855)"
"2018","AZ","Arizona","Yavapai","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.7",,,"74.9","76.4","231,993","34.59993679","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-112.5546325 34.59993679)"
"2018","AZ","Arizona","Yavapai","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","68.8",,,"67.9","69.8","231,993","34.59993679","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-112.5546325 34.59993679)"
"2018","AZ","Arizona","Yuma","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","71",,,"70.0","71.9","212,128","32.76937366","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-113.9054902 32.76937366)"
"2018","AZ","Arizona","Yuma","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","69.1",,,"68.1","70.2","212,128","32.76937366","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-113.9054902 32.76937366)"
"2018","AR","Arkansas","Arkansas","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.8",,,"79.1","80.5","17,769","34.29096754","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.3748863 34.29096754)"
"2018","AR","Arkansas","Arkansas","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.3",,,"76.4","78.2","17,769","34.29096754","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.3748863 34.29096754)"
"2018","AR","Arkansas","Ashley","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80",,,"79.3","80.8","20,046","33.19113397","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.76816623 33.19113397)"
"2018","AR","Arkansas","Ashley","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.3",,,"76.5","78.2","20,046","33.19113397","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.76816623 33.19113397)"
"2018","AR","Arkansas","Baxter","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81",,,"80.3","81.8","41,619","36.28685474","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.33709121 36.28685474)"
"2018","AR","Arkansas","Baxter","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.5",,,"74.5","76.5","41,619","36.28685474","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.33709121 36.28685474)"
"2018","AR","Arkansas","Benton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76",,,"75.1","76.8","272,608","36.33868245","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-94.25600736 36.33868245)"
"2018","AR","Arkansas","Benton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.6",,,"74.7","76.4","272,608","36.33868245","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-94.25600736 36.33868245)"
"2018","AR","Arkansas","Boone","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.2",,,"77.2","79.0","37,480","36.30867994","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.09130789 36.30867994)"
"2018","AR","Arkansas","Boone","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.2",,,"74.1","76.2","37,480","36.30867994","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.09130789 36.30867994)"
"2018","AR","Arkansas","Bradley","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.3",,,"79.7","80.9","10,897","33.46670706","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.16175892 33.46670706)"
"2018","AR","Arkansas","Bradley","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","78",,,"77.3","78.7","10,897","33.46670706","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.16175892 33.46670706)"
"2018","AR","Arkansas","Calhoun","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.6",,,"78.8","80.3","5,277","33.5579242","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.50254644 33.5579242)"
"2018","AR","Arkansas","Calhoun","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.5",,,"75.6","77.4","5,277","33.5579242","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.50254644 33.5579242)"
"2018","AR","Arkansas","Carroll","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.3",,,"78.5","80.1","28,223","36.34098375","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.53833197 36.34098375)"
"2018","AR","Arkansas","Carroll","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.7",,,"74.8","76.7","28,223","36.34098375","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.53833197 36.34098375)"
"2018","AR","Arkansas","Chicot","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.3",,,"81.7","82.8","10,438","33.26749203","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.29368077 33.26749203)"
"2018","AR","Arkansas","Chicot","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","79.7",,,"79.0","80.4","10,438","33.26749203","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.29368077 33.26749203)"
"2018","AR","Arkansas","Clark","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.6",,,"77.6","79.4","22,061","34.05109731","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.17677056 34.05109731)"
"2018","AR","Arkansas","Clark","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.9",,,"77.0","78.7","22,061","34.05109731","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.17677056 34.05109731)"
"2018","AR","Arkansas","Clay","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.4",,,"77.3","79.3","14,847","36.368387","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.41752753 36.368387)"
"2018","AR","Arkansas","Clay","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.2",,,"74.0","76.3","14,847","36.368387","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.41752753 36.368387)"
"2018","AR","Arkansas","Cleburne","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.9",,,"79.0","80.7","24,965","35.5386039","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.02657971 35.5386039)"
"2018","AR","Arkansas","Cleburne","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.2",,,"74.0","76.2","24,965","35.5386039","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.02657971 35.5386039)"
"2018","AR","Arkansas","Cleveland","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79",,,"78.1","79.9","8,018","33.89825014","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.18537424 33.89825014)"
"2018","AR","Arkansas","Cleveland","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.9",,,"74.9","77.0","8,018","33.89825014","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.18537424 33.89825014)"
"2018","AR","Arkansas","Columbia","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.7",,,"78.8","80.5","23,537","33.21420367","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.22734359 33.21420367)"
"2018","AR","Arkansas","Columbia","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","78.6",,,"77.8","79.4","23,537","33.21420367","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.22734359 33.21420367)"
"2018","AR","Arkansas","Conway","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.1",,,"78.2","79.9","20,891","35.26219672","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.70068272 35.26219672)"
"2018","AR","Arkansas","Conway","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.4",,,"75.4","77.3","20,891","35.26219672","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.70068272 35.26219672)"
"2018","AR","Arkansas","Craighead","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.3",,,"76.5","78.1","108,558","35.83160874","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.63229859 35.83160874)"
"2018","AR","Arkansas","Craighead","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.1",,,"76.2","77.9","108,558","35.83160874","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.63229859 35.83160874)"
"2018","AR","Arkansas","Crawford","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.9",,,"77.1","78.8","63,406","35.58844941","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-94.24297668 35.58844941)"
"2018","AR","Arkansas","Crawford","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.1",,,"75.1","77.1","63,406","35.58844941","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-94.24297668 35.58844941)"
"2018","AR","Arkansas","Crittenden","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81",,,"80.3","81.7","48,342","35.20802432","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.30893924 35.20802432)"
"2018","AR","Arkansas","Crittenden","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","80.2",,,"79.5","80.9","48,342","35.20802432","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.30893924 35.20802432)"
"2018","AR","Arkansas","Cross","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.2",,,"78.5","80.0","16,676","35.29535703","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.77162753 35.29535703)"
"2018","AR","Arkansas","Cross","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.9",,,"76.0","77.7","16,676","35.29535703","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.77162753 35.29535703)"
"2018","AR","Arkansas","Dallas","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.2",,,"81.6","82.8","7,182","33.96963779","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.65478384 33.96963779)"
"2018","AR","Arkansas","Dallas","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","79",,,"78.3","79.7","7,182","33.96963779","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.65478384 33.96963779)"
"2018","AR","Arkansas","Desha","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.8",,,"81.2","82.4","11,512","33.83364691","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.25357726 33.83364691)"
"2018","AR","Arkansas","Desha","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","79.4",,,"78.7","80.1","11,512","33.83364691","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.25357726 33.83364691)"
"2018","AR","Arkansas","Drew","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.1",,,"78.3","79.9","18,328","33.58969442","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.71953511 33.58969442)"
"2018","AR","Arkansas","Drew","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.7",,,"76.9","78.6","18,328","33.58969442","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.71953511 33.58969442)"
"2018","AR","Arkansas","Faulkner","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.9",,,"75.9","77.8","124,806","35.14730833","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.33175659 35.14730833)"
"2018","AR","Arkansas","Faulkner","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.1",,,"76.2","78.0","124,806","35.14730833","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.33175659 35.14730833)"
"2018","AR","Arkansas","Franklin","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.9",,,"76.9","78.7","17,810","35.51242559","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.89070925 35.51242559)"
"2018","AR","Arkansas","Franklin","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.2",,,"74.1","76.3","17,810","35.51242559","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.89070925 35.51242559)"
"2018","AR","Arkansas","Fulton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.4",,,"79.6","81.2","12,269","36.38184868","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.8181331 36.38184868)"
"2018","AR","Arkansas","Fulton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.8",,,"74.6","76.8","12,269","36.38184868","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.8181331 36.38184868)"
"2018","AR","Arkansas","Garland","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.2",,,"79.5","80.9","99,154","34.57659951","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.15048723 34.57659951)"
"2018","AR","Arkansas","Garland","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.8",,,"75.9","77.7","99,154","34.57659951","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.15048723 34.57659951)"
"2018","AR","Arkansas","Grant","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.1",,,"77.1","78.9","18,188","34.28984017","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.42388914 34.28984017)"
"2018","AR","Arkansas","Grant","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.9",,,"74.8","76.9","18,188","34.28984017","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.42388914 34.28984017)"
"2018","AR","Arkansas","Greene","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.8",,,"75.7","77.7","45,325","36.11781055","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.5589908 36.11781055)"
"2018","AR","Arkansas","Greene","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.4",,,"74.3","76.4","45,325","36.11781055","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.5589908 36.11781055)"
"2018","AR","Arkansas","Hempstead","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.3",,,"79.7","81.0","21,741","33.73525161","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.66829193 33.73525161)"
"2018","AR","Arkansas","Hempstead","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","78.1",,,"77.4","78.8","21,741","33.73525161","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.66829193 33.73525161)"
"2018","AR","Arkansas","Hot Spring","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78",,,"77.1","78.8","33,701","34.31759618","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.9458125 34.31759618)"
"2018","AR","Arkansas","Hot Spring","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.8",,,"74.8","76.8","33,701","34.31759618","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.9458125 34.31759618)"
"2018","AR","Arkansas","Howard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.5",,,"78.8","80.2","13,341","34.08863063","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.99348622 34.08863063)"
"2018","AR","Arkansas","Howard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","77.4",,,"76.6","78.1","13,341","34.08863063","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.99348622 34.08863063)"
"2018","AR","Arkansas","Independence","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"76.6","78.4","37,678","35.74162443","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.56928386 35.74162443)"
"2018","AR","Arkansas","Independence","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.5",,,"74.5","76.5","37,678","35.74162443","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.56928386 35.74162443)"
"2018","AR","Arkansas","Izard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.5",,,"78.6","80.3","13,593","36.09523171","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.91321978 36.09523171)"
"2018","AR","Arkansas","Izard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","75.3",,,"74.2","76.4","13,593","36.09523171","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.91321978 36.09523171)"
"2018","AR","Arkansas","Jackson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.6",,,"77.8","79.4","16,811","35.59855662","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.21410789 35.59855662)"
"2018","AR","Arkansas","Jackson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","76.9",,,"76.0","77.9","16,811","35.59855662","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.21410789 35.59855662)"
"2018","AR","Arkansas","Jefferson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.2",,,"81.5","82.8","68,114","34.26873626","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.93188484 34.26873626)"
"2018","AR","Arkansas","Jefferson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Age-adjusted prevalence","80.8",,,"80.1","81.5","68,114","34.26873626","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.93188484 34.26873626)"
"2018","AR","Arkansas","Johnson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.4",,,"76.5","78.2","26,742","35.57042442","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.45972872 35.57042442)"
