"Year","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2020","24460","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.0",,,"76.8","79.1","1,530","POINT (-79.65204516 38.01892575)","24460","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23356","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.2",,,"76.2","78.2","1,246","POINT (-75.41326404 38.00216681)","23356","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24328","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.1",,,"76.4","77.8","1,726","POINT (-80.672123 36.67637968)","24328","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24599","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.1",,,"77.4","78.8","606","POINT (-78.71502449 37.59913121)","24599","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23407","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"75.7","77.4","411","POINT (-75.5940345 37.84042599)","23407","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24738","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","83.3",,,"82.6","84.1","308","POINT (-81.312853 37.30040053)","24738","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24901","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.9",,,"81.3","82.4","9,128","POINT (-80.46542833 37.84083395)","24901","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23347","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.4",,,"76.5","78.2","671","POINT (-75.97678399 37.34026868)","23347","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23959","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.5",,,"77.6","79.3","1,264","POINT (-78.79320205 37.10567675)","23959","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24602","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.8",,,"76.9","78.7","962","POINT (-81.708601 37.18110021)","24602","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23302","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.7",,,"74.6","76.8","155","POINT (-75.5176072 37.86365615)","23302","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24991","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.5",,,"80.7","82.3","521","POINT (-80.4992472 37.99917555)","24991","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24351","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.5",,,"74.4","76.6","668","POINT (-80.76587874 36.58079196)","24351","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23455","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"76.3","76.8","47,938","POINT (-76.14675928 36.89326929)","23455","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24935","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.6",,,"81.5","83.6","688","POINT (-80.81111778 37.56079197)","24935","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24853","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.7",,,"81.8","83.6","793","POINT (-81.51190395 37.43434044)","24853","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24715","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","83.1",,,"82.2","84.1","594","POINT (-81.32863669 37.34315684)","24715","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23860","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"77.2","78.0","31,970","POINT (-77.22087417 37.27548309)","23860","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23868","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.8",,,"78.1","79.4","7,367","POINT (-77.80480619 36.71344283)","23868","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23703","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.5",,,"79.1","79.8","25,739","POINT (-76.3796765 36.8812786)","23703","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23840","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.5",,,"76.8","78.3","1,858","POINT (-77.66548307 37.06024329)","23840","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24104","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.2",,,"77.6","78.8","3,469","POINT (-79.490074 37.11979982)","24104","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23954","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.6",,,"80.1","81.2","2,017","POINT (-78.384816 37.12843413)","23954","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24312","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.6",,,"74.9","76.3","2,401","POINT (-80.87493948 36.83711524)","24312","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24067","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.7",,,"75.6","77.7","2,230","POINT (-80.0599355 37.00409573)","24067","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24086","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.0",,,"76.7","79.2","210","POINT (-80.63426794 37.27426109)","24086","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24142","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","69.6",,,"65.2","73.4","2,470","POINT (-80.5509057 37.13788218)","24142","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24412","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.6",,,"77.4","79.7","131","POINT (-79.827876 38.05710371)","24412","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24977","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.2",,,"80.4","81.9","441","POINT (-80.6653985 37.89696255)","24977","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23837","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.5",,,"77.9","79.1","4,298","POINT (-77.08502538 36.75242995)","23837","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","25025","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","84.2",,,"83.3","85.0","230","POINT (-81.3983188 38.30875043)","25025","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24477","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.3",,,"74.6","76.0","10,573","POINT (-79.04234544 38.00446761)","24477","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23841","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.1",,,"78.3","79.9","3,479","POINT (-77.55181407 37.052317)","23841","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23690","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"76.5","78.4","3,032","POINT (-76.5449045 37.21637769)","23690","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23603","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.1",,,"72.2","74.0","3,899","POINT (-76.563287 37.19574944)","23603","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23415","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"76.7","78.4","1,893","POINT (-75.53521478 37.96894437)","23415","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24228","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"75.6","77.5","7,016","POINT (-82.45006934 37.16964796)","24228","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24066","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"76.7","78.5","4,883","POINT (-79.679212 37.53845044)","24066","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23669","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.0",,,"78.7","79.3","43,148","POINT (-76.34034186 37.04634296)","23669","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23890","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.9",,,"80.4","81.4","4,249","POINT (-77.03412525 37.05844896)","23890","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23830","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.8",,,"77.1","78.4","1,491","POINT (-77.39589213 37.02013554)","23830","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24092","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"75.9","77.4","3,063","POINT (-79.76708988 37.00337355)","24092","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24538","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.8",,,"77.2","78.3","4,742","POINT (-78.9630965 37.26853582)","24538","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24620","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.4",,,"74.4","76.3","2,774","POINT (-82.0357535 37.44357583)","24620","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24504","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.1",,,"79.7","80.5","9,777","POINT (-79.05122556 37.34851873)","24504","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24012","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","74.4",,,"74.1","74.8","29,015","POINT (-79.94331575 37.30608909)","24012","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24597","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.3",,,"78.7","80.0","1,257","POINT (-79.10948316 36.78529382)","24597","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24258","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.4",,,"74.2","76.5","1,624","POINT (-82.42029487 36.64809399)","24258","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23453","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.7",,,"75.4","76.0","35,960","POINT (-76.07625422 36.7859475)","23453","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24551","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.1",,,"75.6","76.5","20,667","POINT (-79.313231 37.35346038)","24551","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24874","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.9",,,"80.0","81.8","2,729","POINT (-81.52745774 37.56239724)","24874","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24974","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.3",,,"80.2","82.4","299","POINT (-80.44420778 37.65900787)","24974","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24464","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.1",,,"78.8","81.2","213","POINT (-79.10366277 37.87333645)","24464","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24966","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.7",,,"81.1","82.3","1,286","POINT (-80.37499149 38.06976212)","24966","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24260","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.9",,,"76.2","77.5","5,734","POINT (-82.02463932 37.03950968)","24260","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24217","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.2",,,"77.3","79.0","406","POINT (-82.17207683 37.08414995)","24217","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23460","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","68.5",,,"66.5","70.7","1,201","POINT (-76.02841156 36.80797666)","23460","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23436","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.5",,,"77.6","79.3","942","POINT (-76.51039502 36.89827757)","23436","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24485","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.9",,,"74.6","77.0","389","POINT (-79.338233 38.25038311)","24485","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23970","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.8",,,"80.3","81.3","8,254","POINT (-78.18813037 36.75087567)","23970","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","25022","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","83.1",,,"82.1","83.9","153","POINT (-81.8117109 37.85866231)","25022","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24060","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.6",,,"72.8","74.4","53,311","POINT (-80.4209378 37.25671728)","24060","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24857","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.0",,,"79.1","80.9","984","POINT (-81.677512 37.6753636)","24857","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23922","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.5",,,"75.4","77.7","3,785","POINT (-78.224613 37.19240162)","23922","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24476","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.2",,,"73.9","76.3","280","POINT (-79.22328366 37.97045432)","24476","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24501","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"77.1","78.0","26,757","POINT (-79.15573764 37.35296366)","24501","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24503","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.2",,,"77.7","78.7","19,331","POINT (-79.28325075 37.45469173)","24503","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24311","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"75.7","77.6","1,977","POINT (-81.40911362 36.88174969)","24311","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24148","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.3",,,"77.8","78.9","8,013","POINT (-79.9260805 36.58727259)","24148","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24811","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.2",,,"78.0","80.5","599","POINT (-81.7830225 37.40463624)","24811","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24266","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.7",,,"76.9","78.4","9,521","POINT (-82.11865947 36.86432242)","24266","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23433","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.5",,,"78.5","80.5","1,218","POINT (-76.49152245 36.90771625)","23433","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24850","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.1",,,"78.8","81.2","1,093","POINT (-81.82830719 37.31164804)","24850","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24729","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","83.0",,,"82.0","84.1","149","POINT (-81.25635415 37.44968371)","24729","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23308","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"76.1","77.2","2,106","POINT (-75.68997744 37.81477192)","23308","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24348","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.7",,,"76.9","78.5","3,958","POINT (-81.17212842 36.64104153)","24348","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24957","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.1",,,"80.1","82.1","346","POINT (-80.41917498 37.87650998)","24957","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23876","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.6",,,"78.8","80.5","456","POINT (-77.83769985 36.9565582)","23876","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23665","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","68.9",,,"67.6","70.1","5,120","POINT (-76.36463799 37.08842841)","23665","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24970","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.3",,,"80.3","82.1","4,575","POINT (-80.4840985 37.72610585)","24970","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24273","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.2",,,"76.3","78.0","6,262","POINT (-82.65645823 36.96171242)","24273","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24872","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.7",,,"78.4","81.0","783","POINT (-81.89957161 37.44956788)","24872","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24607","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.1",,,"75.0","77.1","462","POINT (-82.26525732 37.2907734)","24607","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23231","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.0",,,"78.6","79.2","34,685","POINT (-77.31867151 37.44104041)","23231","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23358","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.8",,,"79.8","81.9","152","POINT (-75.86616004 37.63687476)","23358","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24184","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"77.0","78.2","4,705","POINT (-79.7891725 37.09854314)","24184","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24139","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.1",,,"80.4","81.8","575","POINT (-79.47873484 37.01144474)","24139","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24986","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.4",,,"80.5","82.3","5,216","POINT (-80.1721385 37.94806714)","24986","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23294","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","73.9",,,"73.5","74.4","17,558","POINT (-77.54232743 37.63042092)","23294","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24090","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.9",,,"77.2","78.5","4,781","POINT (-79.88823716 37.52311606)","24090","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24920","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.2",,,"80.4","82.0","346","POINT (-79.70140496 38.58407764)","24920","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24313","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","74.5",,,"73.2","75.8","884","POINT (-80.8142975 36.90983876)","24313","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23962","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.8",,,"79.3","80.4","670","POINT (-78.701382 36.87334787)","23962","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24131","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.4",,,"75.2","77.6","140","POINT (-80.22659753 37.57072483)","24131","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24634","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","75.4",,,"74.5","76.3","574","POINT (-81.90237861 37.27464274)","24634","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23457","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.1",,,"76.0","78.0","4,289","POINT (-76.084153 36.61374486)","23457","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24854","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.2",,,"77.1","79.3","550","POINT (-81.56744123 37.74782262)","24854","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24153","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.4",,,"75.9","76.8","37,761","POINT (-80.11060663 37.30014826)","24153","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23438","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.4",,,"76.6","78.2","1,818","POINT (-76.69686772 36.58140759)","23438","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24483","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.4",,,"76.5","78.3","587","POINT (-79.22205452 37.82192477)","24483","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23513","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.1",,,"77.8","78.4","29,595","POINT (-76.2386032 36.88991767)","23513","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23462","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","76.6",,,"76.4","76.8","61,973","POINT (-76.15150174 36.83723772)","23462","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24866","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.3",,,"80.1","82.5","240","POINT (-81.58032921 37.24813514)","24866","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24716","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","81.2",,,"80.3","82.3","508","POINT (-81.39039325 37.47036747)","24716","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23827","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.0",,,"79.2","80.7","1,443","POINT (-77.157028 36.57499806)","23827","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24951","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","82.7",,,"82.0","83.3","1,489","POINT (-80.63647437 37.48120384)","24951","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23846","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.5",,,"78.6","80.3","933","POINT (-76.83779072 37.0570188)","23846","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24557","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","80.2",,,"79.7","80.7","7,977","POINT (-79.2920955 36.94241959)","24557","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","24534","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","79.9",,,"79.0","80.6","1,740","POINT (-78.76692265 36.87468901)","24534","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23401","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","78.4",,,"77.3","79.3","212","POINT (-75.77939709 37.6274917)","23401","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2020","23487","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults aged >=18 years","%","Crude prevalence","77.6",,,"76.7","78.4","6,298","POINT (-76.72256474 36.85198724)","23487","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
